T1/deathrate-Tdeath/Tpopu,T2/deathrate-Tdeath/Tcases,Total_deaths-July30,Population,Total_cases-July30,Total_tests_June20,Population_density,Area (sq. mi.),Net migration,GDP_per_capita,GNP per Capita,Literacy (%),Climate,Birthrate,Industry,Agriculture,Deathrate,median_age,aged_65_older,aged_70_older,extreme_poverty,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k,Political_stability,Physical Integrity Rights Index,Disappearance,Extrajudicial Killing,Political Imprisonment,Torture,Freedom of Religion (New),Independence of Judiciary,Inflation,Migration,Control of Corruption: Percentile Rank,Government Effectiveness: Percentile Rank,Political Stability and Absence of Violence/Terrorism: Percentile Rank,Regulatory Quality: Percentile Rank,Rule of Law: Percentile Rank,Voice and Accountability: Percentile Rank
2.85E-06,0.060846561,69,24206636,1134,2402,16.955,1267000,-0.67,926,360,17.6,1,50.73,0.17,0.39,20.91,15.1,2.553,1.378,44.5,2.42,0.1,15.4,8.978,0.3,7.619048,5,2,1,1,1,2,1,-0.109841133,-28497,31.25,20.19231,11.42857,27.88461,30.28846,31.03448
4.26E-06,0.020567359,878,206139587,42689,11913,209.588,923768,0.26,5338.454,2080,68,1.5,40.43,0.487,0.269,16.94,18.1,2.751,1.447,0,2.42,0.6,10.8,41.949,0,3.809524,0,0,0,0,0,1,0,11.11654486,-300000,13.46154,14.90385,4.285714,17.30769,18.26923,33.49754
0,0,0,0,0,68627,0,120540,0,1300,0,99,3,15.54,0.34,0.3,7.13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.923077,5.288462,32.38095,0,4.807693,0
4.70E-05,0.027802006,255,5421242,9172,140134,14.462,323802,1.74,64800.057,75990,100,3,11.46,0.415,0.021,9.4,39.7,16.821,10.813,0.2,5.31,19.6,20.7,0,3.6,73.80952,8,2,2,2,2,2,2,3.845490451,140000,97.59615,97.59615,90.47619,95.67308,99.51923,100
8.24E-05,0.00531841,421,5106622,79159,410468,14.98,212460,0.28,37960.709,14440,75.8,1,36.24,0.39,0.027,3.81,30.7,2.355,1.53,0,12.61,0.5,15.6,97.4,1.6,60.95238,3,1,1,0,1,0,1,9.003928634,605000,62.5,60.09615,68.57143,64.90385,68.26923,19.70443
2.69E-05,0.021383015,5951,220892331,278305,470234,255.573,803940,-2.77,5034.708,1580,45.7,1,29.74,0.251,0.216,8.23,23.5,4.495,2.78,4,8.35,2.8,36.7,59.607,0.6,0.4761905,0,0,0,0,0,0,0,4.00052159,-1071778,23.55769,26.92308,3.333333,27.40385,27.88461,25.61576
0,0.00566114,84,0,14838,112963,0,458,2.85,9000,12530,92,2,18.03,0.12,0.062,6.8,0,0,0,0,0,0,0,0,0,44.28571,8,2,2,2,2,2,2,0.036501969,0,33.65385,52.40385,77.61905,55.76923,62.01923,87.68473
0.000323772,0.021763176,1397,4314768,64191,17200,55.133,78200,-0.91,22267.037,13100,92.6,2,21.74,0.156,0.068,5.36,29.7,7.918,5.03,2.2,8.33,2.4,9.9,0,2.3,47.61905,7,2,2,2,1,2,1,1.510338325,31448,32.21154,51.92308,56.19048,66.34615,52.40385,68.47291
2.24E-07,0.027777778,2,8947027,72,217139,18.22,462840,0,3823.194,2410,64.6,2,29.36,0.381,0.353,7.25,22.6,3.808,2.142,0,17.65,23.5,48.8,0,0,14.7619,6,2,2,2,0,2,2,5.51373687,-1001,17.78846,24.03846,22.85714,31.25,23.07692,48.76847
6.59E-06,0.009026311,47,7132530,5207,4633731,17.144,406750,-0.08,8827.01,3920,94,2,29.1,0.207,0.224,4.49,26.5,6.378,3.833,1.7,8.27,5,21.6,79.602,1.3,38.57143,6,2,1,2,1,2,0,5.541297547,-82365,20.67308,34.13462,42.38095,48.55769,32.21154,49.26109
0.000576886,0.046678217,19021,32971846,407492,37315,25.129,1285220,-1.05,12236.706,5970,90.9,1.5,20.48,0.27,0.08,6.23,29.1,7.151,4.455,3.5,5.95,4.8,0,0,1.6,25.23809,5,2,1,1,1,1,1,3.939754649,-179540,34.61538,44.23077,37.14286,71.15385,32.69231,55.17241
1.81E-05,0.022187661,1983,109581085,89374,649388,351.873,300000,-1.5,7599.188,3660,92.6,2,24.89,0.326,0.144,5.41,25.2,4.803,2.661,0,7.07,7.8,40.8,78.463,1,8.571428,1,1,0,0,0,1,1,2.32070851,-650000,34.13462,55.28846,12.85714,56.73077,34.13462,47.78325
4.52E-05,0.037951633,1709,37846605,45031,318,124.027,312685,-0.49,27216.445,12710,99.8,3,9.85,0.311,0.05,9.89,41.8,16.763,10.202,0,5.91,23.3,33.1,0,6.62,53.33333,6,2,2,1,1,2,2,2.010425084,-50002,74.51923,75,65.71429,78.36539,66.82692,71.92118
0.000169368,0.033950617,1727,10196707,50868,446,112.371,92391,3.57,27936.896,19820,93.3,3,10.72,0.274,0.053,10.5,46.2,21.502,14.924,0.5,9.85,16.3,30,0,3.39,70.95238,7,2,2,2,1,2,2,1.36882027,-30001,80.28846,86.53846,89.52381,78.84615,85.09615,88.66995
7.48E-05,0.012913348,214,2860840,16572,0,376.232,13790,-1.46,35044.67,0,94.1,2,12.77,0.45,0.01,7.65,38.2,15.168,9.829,0,12.9,0,0,0,0,45.23809,0,0,0,0,0,0,0,0,-70002,59.13462,47.11538,59.04762,79.32692,73.07692,64.03941
5.94E-05,0.001548072,171,2881060,110460,0,227.322,11437,16.29,116935.6,61070,82.5,1,15.56,0.801,0.002,4.72,31.9,1.307,0.617,0,16.52,0.8,26.9,0,1.2,53.33333,6,1,2,1,2,0,1,8.212507658,200000,77.40385,74.51923,69.04762,70.67308,75.48077,14.28571
0,0,0,895308,0,2660,0,2517,0,5800,0,88.9,2,18.9,0.19,0.08,5.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.55769,82.69231,55.71429,85.09615,84.61539,0
0.000119765,0.046460043,2304,19237682,49591,175,85.129,237500,-0.13,23313.199,9970,98.4,3,10.7,0.35,0.101,11.77,43,17.85,11.69,5.7,9.74,22.9,37.1,0,6.892,34.28571,6,2,2,2,0,0,1,5.277864192,-150000,52.40385,43.26923,48.57143,67.30769,63.46154,61.57635
9.46E-05,0.016539265,13802,145934460,834499,389659,8.823,17075200,1.02,24765.954,0,99.6,0,9.95,0.371,0.054,14.65,39.6,14.178,9.393,0.1,6.18,23.4,58.3,0,8.05,0,0,0,0,0,0,0,0,0,0,21.15385,50.96154,29.04762,31.73077,20.67308,19.21182
3.86E-07,0.002507523,5,12952209,1994,18969,494.869,26338,0,1854.211,720,70.4,3,40.37,0.229,0.401,16.09,20.3,2.974,1.642,56,4.28,4.7,21,4.617,0,32.85714,2,0,1,0,1,1,1,7.315167554,-44999,71.15385,62.01923,52.85714,59.13462,58.17308,17.24138
0,0,0,6071,0,117474,0,413,0,2500,0,97,0,12.13,0,0,6.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,53192,17,0,212.865,261,-7.11,24654.385,0,97,2,18.02,0.258,0.035,8.33,0,0,0,0,12.84,0,0,0,2.3,0,7,2,2,2,1,2,2,0,0,0,0,0,0,0,0
0,0,0,183629,25,0,293.187,616,-2.67,12951.839,0,67,2,19.68,0.2,0.07,5.08,34.9,9.721,6.405,0,11.62,0,0,87.202,1.3,0,6,2,2,2,0,2,2,0,0,0,0,0,0,0,0
0,0,0,110947,52,329,281.787,389,-7.64,10727.146,0,96,2,16.18,0.26,0.1,5.98,31.8,7.724,4.832,0,11.62,0,0,0,2.6,0,6,2,2,2,0,2,2,0,0,0,0,0,0,0,0
0,0,0,198410,0,104606,0,2944,-11.7,5600,4100,99.7,2,16.43,0.584,0.114,6.62,0,0,0,0,0,0,0,0,0,72.38095,7,2,2,2,1,2,2,1.24926366,-12500,75,73.55769,91.42857,49.03846,77.88461,72.9064
0.001237551,0.060085837,42,33938,699,58923,556.667,61,10.98,56861.47,0,96,0,10.02,0,0,8.17,0,0,0,0,5.64,0,0,0,3.8,44.28571,8,2,2,2,2,2,2,1.114573707,0,0,0,77.61905,0,0,87.68473
6.84E-05,0.017241379,15,219161,870,0,212.841,1001,-2.72,3052.714,0,79.3,2,40.25,0.148,0.167,6.47,18.7,2.886,2.162,32.3,2.42,0,0,41.34,2.9,0,8,2,2,2,2,2,1,0,0,61.53846,26.44231,64.28571,18.26923,25.96154,51.72414
8.23E-05,0.0104515,2866,34813867,274219,279379,15.322,1960582,-2.71,49045.411,20080,78.8,1,29.34,0.613,0.033,2.58,31.9,3.295,1.845,0,17.72,1.8,25.4,0,2.7,14.28571,1,0,1,0,0,0,0,6.815899824,590000,65.86539,64.90385,28.57143,53.36538,58.65385,5.91133
1.22E-05,0.020186028,204,16743930,10106,1247,82.328,196190,0.2,2470.58,950,40.2,2,32.78,0.209,0.172,9.42,18.7,3.008,1.796,38,2.42,0.4,16.6,20.859,0,31.42857,4,2,1,1,0,2,0,2.506621513,-99996,56.73077,42.30769,42.85714,49.51923,47.59615,55.66502
8.30E-05,0.022409075,565,6804596,25213,1932455,80.291,88361,-1.33,14048.881,5180,93,0,0,0.255,0.166,0,41.2,17.366,0,0,10.08,37.7,40.2,97.719,5.609,38.09524,7,2,2,2,1,1,1,2.835715452,-50000,41.82692,56.73077,49.52381,56.25,49.03846,46.30542
0,0,0,98340,114,30525,208.354,455,-5.69,26382.287,14180,58,2,16.03,0.304,0.032,6.29,36.2,8.606,5.586,1.1,10.55,7.1,35.7,0,3.6,58.57143,8,2,2,2,2,2,0,2.363911678,-1000,75.96154,71.15385,69.52381,47.59615,59.61538,54.18719
8.40E-06,0.036853685,67,7976985,1818,0,104.7,71740,0,1390.3,510,31.4,2,45.76,0.31,0.49,23.03,19.1,2.538,1.285,52.2,2.42,8.8,41.3,19.275,0,32.85714,6,2,2,2,0,2,1,14.67784291,-21000,37.01923,11.53846,44.28571,15.38461,22.59615,38.91626
4.62E-06,0.000521145,27,5850343,51809,137,7915.731,693,11.53,85535.383,54530,92.5,2,9.34,0.339,0,4.28,42.4,12.922,7.049,0,10.99,5.2,28.3,0,2.4,93.33334,8,2,2,2,2,1,1,0.870398042,298448,99.03846,100,98.57143,99.51923,97.11539,41.87192
0.000349797,0.1171875,15,42882,128,0,1209.088,0,0,36327.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.13E-06,0.012362031,28,5459643,2265,0,113.128,48845,0.3,30155.152,0,0,3,10.65,0.294,0.035,9.45,41.2,15.07,9.167,0.7,7.29,23.1,37.7,0,5.82,0,7,2,2,2,1,1,0,0,0,66.34615,75.48077,72.38095,75.96154,70.19231,76.84729
5.63E-05,0.054698457,117,2078932,2139,404,102.619,20273,1.12,31400.84,22000,99.7,0,8.98,0.369,0.028,10.31,44.5,19.062,12.93,0,7.25,20.1,25,0,4.5,65.71429,8,2,2,2,2,2,2,1.976204636,6002,80.76923,83.17308,80,75,82.69231,79.31035
0,0,0,686878,0,148500,0,28450,0,1700,1920,0,2,30.01,0.11,0.42,3.92,0,0,0,0,0,0,0,0,0,38.57143,8,2,2,2,2,2,2,1.639432196,-12000,57.69231,13.46154,57.14286,18.75,47.11538,65.02463
5.85E-06,0.028953923,93,15893219,3212,290365,23.5,637657,5.37,500,0,37.8,1,45.13,0.1,0.65,16.63,16.8,2.731,1.496,0,6.05,0,0,9.831,0.9,0.4761905,0,-77,-77,-77,-77,-77,-77,0,-199788,0,0.9615384,3.809524,0.9615384,0.4807692,3.448276
0.000131718,0.016201788,7812,59308690,482169,0,46.754,1219912,-0.29,12294.876,5430,86.4,1,18.2,0.303,0.025,22,27.3,5.344,3.053,18.9,5.52,8.1,33.2,43.993,2.32,24.28572,4,2,0,2,0,2,2,5.536708905,300000,57.21154,66.34615,36.19048,61.53846,50.96154,70.44335
5.87E-06,0.021041594,301,51269183,14305,44701,527.967,98480,0,35938.374,0,97.9,3,10,0.403,0.033,5.85,43.4,13.914,8.622,0.2,6.8,6.2,40.9,0,12.27,0,4,2,1,0,1,2,2,0,0,72.11539,84.13461,65.2381,82.21154,86.05769,73.89162
4.11E-06,0.019810508,46,11193729,2322,0,0,0,0,1569.888,0,0,0,0,0,0,0,19.2,3.441,2.032,0,10.43,0,0,0,0,0,2,1,0,1,0,2,1,0,150000,0.4807692,0,2.380952,2.403846,1.442308,1.477833
0,0.098588669,28445,0,288522,65589,0,504782,0.99,22000,27180,97.9,3,10.06,0.295,0.04,9.72,0,0,0,0,0,0,0,0,0,41.90476,5,0,2,2,1,1,2,0.954824617,200000,72.59615,79.32692,55.23809,80.28846,80.28846,82.75862
5.14E-07,0.003909026,11,21413250,2814,0,341.955,65610,-1.31,11669.077,3840,92.3,2,15.51,0.276,0.178,6.52,34.1,10.069,5.331,0.7,10.68,0.3,27,0,3.6,30.95238,0,0,0,0,0,1,0,8.243715077,-449999,43.26923,45.19231,40.47619,47.11538,55.76923,46.79803
0,0,0,5795,0,175604,0,242,-4.86,6900,0,99,0,13.52,0,0,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.65E-05,0.063065414,725,43849269,11496,0,23.258,2505810,-0.02,4466.507,2380,61.1,2,34.53,0.203,0.387,8.97,19.7,3.548,2.034,0,15.67,0,0,23.437,0.8,1.904762,1,1,0,0,0,0,0,32.8613567,-250001,5.769231,4.326923,5.714286,3.846154,10.57692,2.955665
4.43E-05,0.015757576,26,586634,1650,227860,3.612,163270,-8.81,13767.119,6020,93,2,18.02,0.22,0.13,7.27,29.6,6.933,4.229,0,12.54,7.4,42.9,67.779,3.1,38.57143,6,2,1,2,1,2,2,21.78381804,-4999,48.07692,25.48077,49.04762,28.84615,51.92308,58.12808
3.45E-05,0.015521925,40,1160164,2577,664,79.492,17363,0,7738.975,0,81.6,2.5,27.41,0.515,0.119,29.74,21.5,3.163,1.845,0,3.94,1.7,16.5,24.097,2.1,0,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0
0.000568259,0.07164794,5739,10099270,80100,8835,24.718,449964,1.67,46949.283,52590,99,3,10.27,0.282,0.011,10.31,41,19.985,13.433,0.5,4.79,18.8,18.9,0,2.22,67.61905,7,2,2,2,1,2,2,2.08727487,200000,98.07692,96.15385,80.47619,97.59615,98.55769,97.53695
0.000196774,0.048750465,1703,8654618,34933,2154,214.243,41290,4.05,57410.166,80560,99,3,9.71,0.34,0.015,8.49,43.1,18.436,12.644,0,5.59,22.6,28.9,0,4.53,75.2381,7,2,2,2,1,1,2,0.353549558,250000,96.63461,99.51923,95.2381,96.63461,99.03846,99.01478
2.34E-06,0.055555556,41,17500657,738,25555,0,185180,0,3300,0,76.9,1,27.76,0.23,0.249,4.81,21.7,0,2.577,0,0,0,0,70.598,1.5,0,0,0,0,0,0,0,0,0,0,1.442308,3.365385,0.952381,3.365385,0.9615384,1.970443
2.94E-07,0.014989293,7,23816775,467,1234724,0,35980,0,23400,0,96.1,2,12.56,0.259,0.018,6.48,42.2,0,8.353,0,0,0,0,0,0,0,8,2,2,2,2,2,1,0,0,82.21154,88.46154,75.71429,89.42308,83.17308,78.81773
6.29E-06,0.008145534,60,9537642,7366,107,64.281,143100,-2.86,2896.913,990,99.4,2,32.65,0.286,0.234,8.25,23.3,3.466,2.155,4.8,7.11,0,0,72.704,4.8,13.80952,4,2,1,1,0,0,0,4.722523248,-99999,6.25,12.01923,20,12.5,7.692307,4.926108
3.52E-07,0.041257367,21,59734213,509,1200000,64.699,945087,-2.06,2683.304,910,78.2,0,37.71,0.172,0.432,16.39,17.7,3.108,1.874,49.1,5.75,3.3,26.7,47.953,0.7,15.2381,4,1,1,1,1,1,0,5.071620081,-199999,39.42308,21.15385,26.19048,29.32692,31.25,34.48276
8.31E-07,0.017522659,58,69799978,3310,47620,135.132,514000,0,16277.671,5960,92.6,2,13.87,0.441,0.099,7.04,40.1,11.373,6.89,0.1,7.04,1.9,38.8,90.67,2.1,11.42857,1,1,0,0,0,1,1,2.313758962,97222,40.86538,66.82692,19.52381,59.61538,54.80769,20.19704
0,0,0,1318442,24,0,87.176,0,0,6570.102,1790,0,0,0,0,0,0,18,3.556,1.897,30.3,6.86,6.3,78.1,28.178,5.9,32.38095,0,0,0,0,0,0,0,27.39130435,-50004,38.46154,15.86539,56.66667,21.15385,10.09615,59.60591
2.17E-06,0.019417476,18,8278737,927,1448010,143.366,56785,0,1429.813,610,60.9,2,37.01,0.204,0.395,9.83,19.4,2.839,1.525,49.2,6.15,0.9,14.2,10.475,0.7,11.42857,5,2,2,1,0,2,0,1.967629727,-9999,25.48077,12.98077,14.28571,26.92308,29.80769,27.0936
0,0,0,105697,0,144283,0,748,0,2200,4010,98.5,2,25.37,0.27,0.23,5.28,0,0,0,0,0,0,0,0,0,60,8,2,2,2,2,2,1,3.096112659,-4833,55.28846,58.65385,79.52381,37.5,64.90385,66.50246
5.72E-06,0.048780488,8,1399491,164,24656,266.886,5128,-10.83,28763.071,0,98.6,2,12.9,0.57,0.007,10.57,36.2,10.014,5.819,0,10.97,0,0,89.443,3,0,6,2,1,2,1,2,2,0,0,44.23077,60.57692,54.76191,55.28846,50.48077,67.48769
4.23E-06,0.033025099,50,11818618,1514,8005589,74.228,163610,-0.57,10849.297,3500,74.2,3,15.52,0.318,0.132,5.13,32.7,8.001,5.075,2,8.52,1.1,65.8,78.687,2.3,9.047619,2,2,0,0,0,0,0,5.732048654,-20000,56.25,48.55769,16.19048,35.57692,56.25,53.69458
6.73E-05,0.024681262,5674,84339067,229891,325000,104.914,780580,0,25129.341,10930,86.5,3,16.62,0.298,0.117,5.97,31.6,8.153,5.061,0.2,12.13,14.1,41.1,0,2.81,3.809524,2,2,0,0,0,0,1,10.80867496,1525002,43.75,53.84615,10,52.40385,42.30769,25.12315
0,0,0,6031187,0,0,0,488100,-0.86,5800,6650,98,1,27.61,0.38,0.209,8.6,0,0,0,0,0,0,0,0,0,28.57143,3,1,2,0,0,0,0,9.92393885,-25001,8.173077,14.42308,45.23809,2.884615,6.25,0.9852217
5.17E-05,0.019230769,2,38718,104,490851,37.312,430,11.68,9600,0,98,2,21.84,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11792,0,261004,0,26,0,1100,4970,0,2,22.18,0.272,0.166,7.11,0,0,0,0,0,0,0,0,0,72.38095,8,2,2,2,2,2,2,1.4,0,58.65385,23.07692,97.61905,30.28846,70.67308,87.68473
4.37E-08,0.001743679,2,45741000,1147,0,213.759,236040,0,1697.707,600,69.9,2,47.35,0.222,0.311,12.24,16.4,2.168,1.308,41.6,2.5,3.4,16.7,21.222,0.5,16.19048,2,1,1,0,0,1,1,5.988870003,-150000,14.42308,29.80769,21.42857,41.82692,43.26923,28.57143
3.83E-05,0.024318981,1673,43733759,68794,120,77.39,603700,-0.39,7894.393,2390,99.7,3,8.82,0.452,0.187,14.39,41.4,16.462,11.133,0.1,7.11,13.5,47.4,0,8.8,3.809524,4,2,1,1,0,2,0,22.1120578,-100000,18.26923,38.46154,6.190476,44.23077,24.03846,44.82759
3.55E-05,0.005801078,351,9890400,60506,10270,112.442,82880,1.03,67293.483,39130,77.9,1,18.96,0.585,0.04,4.4,34,1.144,0.526,0,17.26,1.2,37.4,0,1.2,57.61905,6,2,2,1,1,0,0,6.310088273,301000,83.65385,90.38461,71.42857,79.80769,77.40385,17.73399
0.000677592,0.15216291,45999,67886004,302301,7642,272.898,244820,2.19,39753.244,40530,99,3,10.71,0.237,0.005,10.13,40.8,18.517,12.527,0.2,4.28,20,24.7,0,2.54,41.90476,7,2,1,2,2,2,2,1.963555889,900000,93.26923,87.98077,48.09524,96.15385,91.82692,93.59606
0.000459422,0.033830818,152070,331002647,4495014,0,35.608,9631420,3.41,54225.446,58270,97,3,14.14,0.204,0.01,8.26,38.3,15.413,9.732,1.2,10.79,19.1,24.6,0,2.77,44.28571,6,2,1,2,1,2,2,1.79931713,4500000,88.46154,92.30769,61.90476,92.30769,89.42308,81.28078
7.66E-05,0.020779221,8,104423,385,0,306.48,0,0,0,0,0,0,0,0,0,0,42.2,18.601,10.799,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.01E-05,0.028157683,35,3473727,1243,0,19.751,176220,-0.32,20551.409,15250,98,3,13.91,0.311,0.093,9.05,35.6,14.655,10.361,0.1,6.93,14,19.9,0,2.8,70.95238,7,2,2,2,1,2,1,4.024704852,-15000,87.5,73.07692,87.61905,69.71154,73.55769,89.16256
4.09E-06,0.005815434,137,33469199,23558,0,76.134,447400,-1.72,6253.104,1980,99.3,1,26.36,0.229,0.342,7.84,28.2,4.469,2.873,0,7.57,1.3,24.7,0,4,23.33333,3,1,2,0,0,0,0,18.96931298,-44314,12.5,33.65385,35.71429,12.01923,12.98077,6.403941
0,0,0,307150,0,0,0,12200,0,2900,2920,53,2,22.72,0.12,0.26,7.82,0,0,0,0,0,0,0,0,0,55.23809,7,2,2,2,1,2,2,2.572095219,604,50.48077,34.61538,75.2381,34.13462,64.42308,66.00985
5.56E-06,0.00884708,158,28435943,17859,0,36.253,912050,-0.04,16745.022,0,93.4,2,18.71,0.419,0.04,4.92,29,6.614,3.915,0,6.47,0,0,0,0.8,0,3,2,0,1,0,1,0,0,0,4.807693,4.807693,9.047619,0.4807692,0,10.34483
0,0,0,97338583,509,0,308.127,329560,-0.45,6171.884,2170,90.3,2,16.86,0.41,0.209,6.22,32.6,7.15,4.718,2,6,1,45.9,85.847,2.6,43.33333,3,2,1,0,0,0,0,4.124919316,-200000,37.98077,53.36538,53.80952,36.53846,54.32692,9.359606
0,0,0,11246,0,0,0,274,0,3700,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,597330,0,0,0,5860,2.98,800,0,0,3,31.67,0.28,0.09,3.92,28.4,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.55769,20.67308,6.666667,57.21154,33.17308,23.15271
1.63E-05,0.282155272,487,29825968,1726,0,53.508,527970,0,1479.147,0,50.2,1,42.89,0.472,0.135,8.3,20.3,2.922,1.583,18.8,5.35,7.6,29.2,49.542,0.7,0,0,0,0,0,0,0,0,0,0,0.9615384,0.4807692,0,5.288462,1.923077,3.940887
8.10E-06,0.026822682,149,18383956,5555,0,22.995,752614,0,3689.251,1300,80.6,2,41,0.29,0.22,19.93,17.7,2.48,1.542,57.5,3.94,3.1,24.7,13.938,2,38.09524,4,2,1,1,0,1,1,9.238411706,-40000,27.88461,33.17308,53.33333,35.09615,40.86538,35.96059
3.57E-06,0.017141009,53,14862927,3092,0,42.729,390580,0,1899.775,910,90.7,2,28.01,0.243,0.179,21.84,19.6,2.822,1.882,21.4,1.82,1.6,30.7,36.791,1.7,11.42857,2,1,1,0,0,0,0,3.797826043,-99998,10.09615,10.57692,20.47619,4.326923,8.173077,16.74877
